# Starting test run
x y points n_ticks consumed_balls
743 580 18 3415 9
535 43 26 4161 13
289 541 32 3798 15
237 148 26 3398 13
11 63 14 3216 7
738 10 2 1711 1
271 50 24 3485 12
596 288 30 3776 15
771 159 24 3449 12
780 569 34 5589 15
326 59 24 3136 12
80 140 26 3104 13
87 247 20 3015 10
439 520 28 3856 14
47 331 23 6166 10
496 32 25 3760 12
632 271 28 2431 14
679 234 26 4521 13
659 396 22 2094 11
231 585 20 3222 10
154 234 28 4003 14
517 303 30 3658 15
57 298 22 3594 11
279 351 29 3610 13
305 394 18 3507 9
304 198 26 3162 13
446 289 26 2705 13
309 181 10 2509 5
673 451 30 3027 15
147 315 26 4437 13
753 163 24 2984 12
727 479 31 3076 15
657 240 28 3567 14
201 365 27 4832 13
277 457 26 2560 13
301 155 30 3022 15
284 409 28 4231 14
217 308 28 2655 14
360 598 0 1000 0
601 323 22 2243 11
24 218 34 5098 15
664 543 31 4622 15
446 377 30 2859 15
513 454 26 4136 13
501 316 30 3638 15
154 482 28 3035 14
592 181 2 1141 1
17 535 29 3550 14
623 444 28 3344 14
479 262 28 2557 14
655 589 4 2247 2
315 483 24 2865 12
96 220 6 2069 3
608 403 14 2913 7
235 422 23 4191 11
192 277 12 2604 6
79 73 26 3247 13
688 247 30 3260 15
336 499 28 3789 14
300 3 20 4648 10
1 92 22 3931 11
159 34 0 1000 0
456 70 30 4007 15
642 348 28 3248 14
716 465 18 2780 9
272 178 0 1000 0
462 233 24 3942 12
573 501 20 2960 10
98 514 16 2219 8
155 151 0 1000 0
573 344 12 2362 6
285 463 28 3858 14
364 568 24 3698 12
534 245 26 4869 13
133 73 0 1000 0
371 48 34 2203 16
135 493 25 4382 12
644 560 28 4413 14
555 17 24 4664 12
773 475 10 2499 5
441 67 26 4963 13
441 363 26 3427 13
633 160 22 2335 11
129 170 24 3923 12
292 471 22 2600 11
184 370 20 4074 10
452 297 28 3158 14
734 67 20 4139 10
653 12 12 2316 6
752 94 26 3718 13
549 259 30 3661 15
121 476 22 3627 11
224 80 16 2812 8
785 112 4 1413 2
657 268 28 2751 14
640 135 8 1844 4
311 199 30 4831 15
326 15 26 3104 13
220 151 30 3083 15
637 274 26 2532 13
248 105 22 2737 11
399 54 33 2808 16
454 21 20 4605 10
227 538 22 1971 11
567 418 24 3194 12
425 524 30 3332 15
666 335 20 3363 10
729 545 30 5498 14
232 492 20 2437 10
615 121 30 2841 15
68 246 22 2964 11
308 508 24 2416 12
362 33 14 2380 7
188 190 22 5035 11
293 448 32 4726 14
751 399 28 3434 14
600 370 22 3768 11
231 440 30 6362 14
201 370 26 3521 13
435 246 26 3180 13
320 206 20 4154 10
714 568 12 2371 6
434 254 20 1999 10
207 129 16 2639 8
415 405 28 4202 14
7 210 20 3157 10
391 333 32 2638 16
620 71 24 2989 12
264 75 24 3334 12
419 12 18 4222 9
97 551 30 4456 15
615 405 24 3208 12
642 161 26 4560 13
687 370 22 3527 11
232 320 26 3299 13
8 449 24 4066 12
8 94 31 3961 14
54 76 2 1001 1
747 146 24 2877 12
341 222 32 3965 14
369 96 28 3088 14
238 355 30 4966 14
481 390 20 2431 10
435 331 27 4862 13
283 488 20 3702 10
566 565 30 3213 15
277 247 27 4519 13
409 384 2 1585 1
650 576 0 1000 0
469 337 29 2940 14
349 327 26 3721 13
171 107 24 2135 12
137 482 24 3068 12
51 312 18 3266 9
387 461 28 3271 14
175 509 30 4041 15
657 556 31 4643 15
22 527 17 3454 8
55 587 16 3132 8
54 226 18 2873 9
416 293 6 1868 3
533 57 18 2326 9
280 11 0 1000 0
357 152 22 3791 11
40 173 28 3291 13
242 275 32 3860 16
295 48 28 3369 14
798 356 29 5436 12
774 550 0 1000 0
800 568 10 2446 5
571 502 20 2351 10
227 201 32 2019 16
293 396 28 3805 14
624 188 18 1987 9
485 580 26 4191 13
599 539 30 3396 15
7 68 32 5278 14
82 45 26 4312 13
723 364 28 2772 14
540 360 32 3995 15
125 45 30 4457 15
576 348 22 2715 11
406 504 33 2592 16
23 462 22 6755 10
417 449 32 2997 16
635 537 28 3894 12
334 584 30 4363 15
654 535 30 3954 15
214 432 33 4818 15
444 25 22 3581 11
148 163 4 1976 2
454 511 20 2740 10
725 86 22 3756 11
413 132 33 3392 14
323 136 32 2299 16
771 480 26 5274 12
640 17 26 4565 13
95 483 24 3583 12
338 119 22 2576 11
361 540 30 3217 15
593 53 2 1012 1
497 547 26 4578 13
603 82 20 3469 10
756 535 31 4391 13
48 462 30 3412 15
373 530 22 3955 11
128 558 16 2897 8
82 116 24 3180 12
231 59 32 6895 14
282 308 31 4134 15
672 301 16 2329 8
510 240 26 2568 13
462 596 4 2533 2
67 333 16 3643 8
315 150 20 2438 10
249 104 20 3719 10
632 504 18 2860 9
125 33 32 4012 15
141 50 30 3968 15
264 389 28 3519 14
233 382 22 3775 11
5 489 28 4041 13
348 344 16 1865 8
349 330 26 2706 13
431 316 23 3679 11
571 429 22 4382 11
54 262 37 5803 16
733 239 28 3876 14
207 114 26 3024 13
142 84 22 4037 11
490 279 30 4619 15
529 210 20 3437 10
78 561 25 3941 12
529 154 30 2526 15
517 149 25 4436 12
510 562 24 3198 12
798 423 25 4198 11
43 494 32 4407 15
506 98 24 4257 12
199 208 33 4146 15
650 330 24 2970 12
469 429 26 2569 13
147 148 22 2457 11
207 141 26 2923 13
439 164 16 2720 8
484 336 24 3366 12
399 422 26 3450 13
300 456 24 3954 12
760 342 24 4197 12
499 588 24 2825 12
24 453 20 3946 10
387 480 26 5559 13
159 280 24 3822 12
588 137 24 2011 12
83 588 8 2361 4
183 477 30 2750 15
136 555 20 2561 10
677 189 31 5056 14
627 495 0 1000 0
233 430 30 2640 15
48 18 22 4263 11
703 588 27 3446 13
333 393 26 3853 13
283 148 24 2818 12
488 352 32 2803 16
719 542 14 2298 7
507 1 26 4157 13
276 62 20 2940 10
798 219 38 4564 15
44 486 30 4210 15
192 303 16 2918 8
671 321 24 3380 12
368 432 26 3998 13
56 300 30 4240 15
577 475 32 2703 16
269 504 22 2431 11
208 320 28 3783 14
306 128 28 3569 14
438 248 6 1265 3
710 523 22 4250 11
45 589 23 5392 11
89 13 4 1543 2
477 376 31 3077 15
226 212 24 4416 12
556 598 26 3713 11
131 389 26 3000 13
579 196 26 3629 13
422 195 29 2467 14
316 500 28 4524 14
222 446 28 3295 14
71 40 24 4051 12
97 261 10 2196 5
229 591 25 4790 12
498 523 20 3802 10
373 398 32 2836 16
93 561 26 4374 12
528 365 2 1556 1
656 214 22 4251 11
233 228 24 3873 12
377 144 28 3088 14
753 146 18 1787 9
687 512 31 4134 14
408 553 24 3735 12
578 428 24 3734 12
563 333 28 2729 14
385 520 16 2941 8
644 584 36 4133 15
445 487 30 4185 15
344 296 30 2712 15
173 600 8 2478 4
204 524 22 3047 11
110 225 24 3820 12
548 526 28 3101 14
167 302 26 3030 13
137 470 26 2641 13
267 233 28 3759 14
490 23 22 3134 11
670 105 18 2458 9
466 460 25 4059 12
476 586 14 4106 7
698 398 26 3416 13
177 450 20 2672 10
405 21 32 3535 16
747 178 22 2557 11
145 80 18 3437 9
35 167 24 2957 12
659 258 30 3570 15
174 518 0 1000 0
686 154 20 2279 10
790 385 16 2899 8
389 599 31 6268 13
291 414 26 3387 13
411 189 24 2557 12
278 323 24 4141 12
313 543 28 3039 14
748 452 28 3766 14
258 188 14 3477 7
522 168 28 2768 14
135 506 28 4288 14
507 27 24 4049 12
190 193 32 3038 16
419 535 24 3414 12
321 186 28 3600 14
166 26 8 2047 4
601 104 26 2981 13
119 573 35 3473 15
137 464 32 3015 16
743 13 22 4928 10
609 259 0 1000 0
649 486 29 3419 14
783 535 29 4046 14
218 565 22 3976 11
562 509 22 3473 11
619 422 20 3138 10
163 563 28 5012 14
743 431 0 1000 0
31 273 16 2874 8
531 247 26 4677 13
65 112 32 2887 16
357 355 20 3493 10
382 397 28 3952 14
251 514 30 4025 15
411 3 4 1577 2
213 482 28 2735 14
412 422 28 3930 14
374 332 27 3410 13
41 529 29 5211 14
474 147 28 2825 14
122 584 16 3028 8
240 373 20 2725 10
490 437 30 3628 15
595 318 28 2540 14
82 471 14 1731 7
30 75 28 3498 13
618 404 26 2376 13
478 138 16 1829 8
485 125 30 3810 15
513 164 24 3516 12
377 471 29 4757 14
430 447 24 4810 12
775 5 16 2802 8
137 21 16 3037 8
68 491 27 5046 13
276 77 22 2019 11
566 78 22 3287 11
698 165 32 3563 16
275 360 32 2921 16
197 84 34 3228 16
617 61 32 4797 15
197 502 26 4500 13
701 145 25 3801 12
220 96 28 3660 14
50 82 24 2675 12
597 57 28 3779 14
391 47 26 3030 13
376 331 18 2575 9
266 424 22 3170 11
715 573 27 6367 12
628 217 32 2759 16
413 370 28 4041 14
62 207 24 3962 12
639 424 26 2916 13
335 10 14 2620 7
681 108 24 4670 12
556 462 22 2648 11
147 526 4 2294 2
442 90 20 2961 10
7 83 26 2862 13
515 16 30 4989 14
384 407 28 2595 14
5 598 30 6952 13
441 60 22 3269 11
281 486 24 2890 12
248 148 32 4806 14
433 468 29 3845 14
64 219 8 1883 4
85 583 2 1064 1
322 341 29 3590 14
435 403 28 3446 14
739 65 26 2586 13
55 598 24 4635 12
724 335 26 3528 13
449 393 29 4672 14
670 505 20 2298 10
700 17 14 4227 7
266 538 24 5141 12
152 447 28 5452 14
334 26 29 3018 14
497 311 30 4811 15
748 465 26 2818 13
291 398 14 1724 7
590 323 26 2789 13
550 112 29 3333 14
283 420 24 2805 12
773 172 14 2720 7
7 124 14 4747 7
543 519 22 2796 11
6 149 12 2518 6
190 191 26 3433 13
754 407 18 3253 9
728 525 20 2780 10
402 244 27 3471 13
516 220 24 2542 12
126 191 31 3587 15
745 215 24 5037 12
489 36 28 5404 13
365 70 29 5150 14
228 340 32 5691 15
460 250 24 4025 12
726 391 29 3355 14
19 300 26 3609 13
32 353 18 1881 9
416 418 26 2622 13
208 33 28 3500 14
765 67 20 3690 10
247 279 32 3356 16
134 259 24 3157 12
602 253 32 2593 16
626 48 28 4872 14
121 132 20 2207 10
536 495 30 4451 14
489 7 31 5083 15
586 334 22 2590 11
155 326 8 1961 4
152 320 20 2841 10
506 205 28 3020 14
503 63 26 2648 13
250 267 24 3028 12
140 78 28 4242 14
113 81 30 3852 15
560 326 28 3376 14
647 247 32 2875 16
297 508 16 3557 8
237 72 24 3019 12
91 176 23 4263 11
594 361 28 3009 14
327 28 24 3199 12
774 436 6 1499 3
118 127 28 2986 14
316 263 29 3201 13
372 140 26 3721 13
351 298 26 2568 13
421 543 16 2640 8
115 21 24 4062 12
551 217 30 3349 15
339 564 18 3590 9
183 377 28 2855 14
536 93 28 4040 14
429 192 32 2106 16
549 510 32 2621 16
217 211 18 3006 9
230 346 22 2649 11
364 248 24 2593 12
89 15 28 5551 14
482 515 26 3188 13
218 112 26 3637 13
582 395 26 2489 13
319 368 32 2466 16
348 8 0 1000 0
226 249 30 3487 15
413 200 30 3492 15
346 544 20 3921 10
226 356 20 3072 10
11 253 28 4320 14
533 226 32 2015 16
27 588 0 1000 0
558 175 28 2998 14
423 23 8 1909 4
30 592 0 1000 0
319 39 26 2925 13
459 362 34 4291 16
596 567 20 2565 10
574 546 32 3565 15
286 260 16 2896 8
346 115 30 4705 15
265 149 28 3524 14
306 236 24 3700 12
586 31 0 1000 0
183 358 32 4567 15
791 554 16 3156 8
213 514 26 2707 13
684 25 24 3666 12
664 99 30 3428 15
576 217 30 2770 15
498 267 28 3508 14
317 572 28 4516 14
456 462 28 2854 14
521 508 27 4226 13
732 119 16 3092 8
284 121 26 3139 13
775 590 16 4316 8
719 117 4 1058 2
653 272 32 1957 16
612 524 30 3315 15
361 168 22 4551 11
798 530 6 1387 3
533 468 34 3052 16
354 8 28 5121 13
491 490 33 3110 16
348 301 26 3774 13
331 130 22 3364 11
311 582 32 5092 14
475 227 29 2910 14
631 475 27 3404 13
151 26 24 4818 12
636 451 18 2852 9
495 198 36 3361 16
750 533 18 3277 9
597 399 28 4051 13
158 345 28 2751 14
616 182 26 3578 13
80 65 25 5059 12
538 33 26 3440 13
37 543 30 5045 15
500 455 24 4012 12
82 444 26 3165 13
100 258 28 2742 14
100 107 28 3456 14
546 10 16 2334 8
181 27 26 3166 13
492 204 30 4325 15
720 527 10 2765 5
106 132 27 4716 13
393 424 32 3044 16
339 407 31 4792 15
158 432 26 3020 13
31 334 22 3631 11
217 16 20 3554 10
754 279 22 3874 11
144 526 22 2496 11
636 293 30 2994 15
521 102 26 3848 13
299 141 14 1731 7
656 497 26 3616 13
206 503 32 2210 16
562 363 28 3660 14
740 170 26 4491 13
352 346 30 3342 15
336 63 29 3424 14
119 489 26 2666 13
602 338 28 4654 13
406 314 24 4164 11
703 405 28 3369 14
766 318 12 1721 6
777 6 0 1000 0
790 524 0 1000 0
54 137 22 5049 11
402 49 30 4052 15
474 5 0 1000 0
582 225 18 2733 9
286 191 22 4722 11
149 66 14 2867 7
707 462 28 4176 14
569 83 16 2402 8
700 562 20 2079 10
789 382 14 2727 7
445 486 22 3474 11
111 525 4 1415 2
776 454 30 3737 14
478 272 26 4060 13
314 288 30 4399 15
149 143 28 3321 14
681 5 32 4558 14
281 552 28 3922 14
158 439 20 2392 10
128 1 0 1000 0
636 323 26 3616 13
440 387 32 2527 16
566 145 31 3706 15
606 318 0 1000 0
15 270 33 5465 15
582 12 34 4916 14
679 340 26 4294 13
111 392 28 4054 14
112 504 24 3061 12
547 320 26 3053 13
405 175 24 3099 12
672 313 30 3222 15
768 427 22 4426 11
311 363 32 5057 15
286 106 30 4601 14
790 243 20 3729 10
231 206 26 3410 13
269 367 10 2728 5
48 291 26 3300 13
647 507 20 2358 10
112 495 28 4440 14
88 413 24 2154 12
618 413 26 2755 13
519 45 26 3935 12
666 40 18 3926 9
303 533 20 3012 10
517 92 24 3233 12
640 105 26 3669 13
540 136 24 3480 12
371 43 28 4799 14
283 331 29 3431 14
576 502 30 3963 15
158 554 26 3883 13
271 338 22 2509 11
287 382 28 3140 14
455 330 26 3925 13
406 580 26 3701 13
449 83 8 1864 4
184 85 26 4001 13
162 407 26 3924 13
335 488 23 3329 11
796 65 32 4932 14
521 52 21 3398 10
615 451 30 2737 15
386 280 29 5036 14
703 342 29 4018 14
768 185 34 4142 15
176 243 29 4539 13
519 423 24 3664 12
46 525 28 5018 14
709 544 24 3820 12
718 306 30 5288 15
230 320 28 4566 14
527 427 30 3738 15
103 581 2 1024 1
753 263 28 4568 13
485 236 30 4432 15
423 85 4 1356 2
196 397 20 2083 10
210 443 20 2546 10
115 20 26 3453 13
768 310 8 2573 4
646 26 20 3794 10
25 233 24 4445 12
795 416 4 1394 2
17 490 2 1219 1
130 528 26 3123 13
571 517 28 5784 14
446 488 28 5088 14
641 488 22 3409 11
701 92 30 4687 14
382 542 18 2980 9
407 208 28 4013 14
663 461 22 2358 11
87 203 26 3768 13
613 562 12 2553 6
778 242 22 2935 11
366 582 28 2998 14
711 155 29 5689 14
203 96 2 1302 1
246 110 30 3367 15
392 205 22 3018 11
166 534 26 2985 13
550 27 18 3517 9
704 105 26 3464 13
676 456 26 3315 13
308 338 28 3059 14
43 252 30 3292 14
54 73 18 4307 9
477 146 22 2377 11
478 464 31 5059 15
10 383 2 1216 1
28 329 26 4420 13
613 74 22 2685 11
773 252 26 5124 13
687 542 18 2472 9
793 64 2 1506 1
514 96 30 3443 15
472 341 30 3089 15
556 163 26 2924 13
184 478 28 4485 14
133 296 30 3744 15
741 398 22 2344 11
349 372 10 2088 5
161 493 18 2588 9
462 181 20 2402 10
544 266 22 2927 11
608 216 28 4754 14
637 413 22 3564 11
682 2 0 1000 0
304 549 26 2657 13
298 94 22 3888 11
703 278 24 2749 12
548 228 32 5172 13
640 594 20 3492 10
444 584 10 2064 5
628 149 30 3026 15
525 596 2 1484 1
757 444 24 4248 12
485 426 24 2847 12
690 54 28 5683 13
617 442 30 2643 15
528 66 28 4021 14
723 359 24 3105 12
637 512 26 4108 13
377 188 30 3748 15
704 223 18 3090 9
79 499 18 3562 9
182 273 28 2640 14
237 437 30 4166 15
342 187 30 2921 15
522 439 30 2317 15
615 56 32 5232 14
247 353 30 2863 15
321 563 24 4023 12
30 242 20 3141 10
378 573 12 1535 6
511 493 20 3323 10
66 323 20 3287 10
215 175 24 2875 12
692 141 28 2688 14
526 154 24 3747 12
55 57 22 4013 11
77 191 28 3402 14
612 333 26 3831 13
385 490 26 3108 13
643 284 0 1000 0
136 583 2 1295 1
269 487 28 4157 14
774 585 28 5185 13
337 421 30 3271 15
533 13 2 1474 1
245 290 30 3438 15
756 180 26 4516 13
337 197 31 4348 15
605 383 26 2892 13
95 248 16 2079 8
786 455 4 1549 2
376 208 26 2340 13
666 151 26 3236 13
257 212 28 3711 14
241 440 26 3809 13
547 310 30 3680 15
17 26 14 4644 7
786 437 31 2510 15
582 44 20 3730 10
41 456 24 3436 12
791 566 29 5424 14
582 250 32 1727 16
134 320 28 3123 14
54 175 16 3226 8
262 138 24 3658 12
411 123 30 3101 14
82 129 31 3678 15
459 260 22 2914 11
391 271 26 4614 13
361 520 30 4337 15
107 236 38 5497 16
42 515 2 1442 1
303 138 24 3683 12
501 219 24 2648 12
415 480 28 2838 14
441 446 30 2739 15
28 130 18 3779 9
420 6 20 4200 10
735 512 24 3073 12
398 536 30 3648 15
247 189 26 4105 13
76 41 27 6644 13
50 228 24 4680 12
633 408 26 3114 13
217 566 28 3244 14
594 480 20 2230 10
690 228 26 3758 13
797 460 8 2757 4
707 225 28 2588 14
59 61 31 5465 15
487 435 30 3602 15
484 136 22 3202 11
270 597 30 3633 14
491 573 26 3732 13
206 359 24 2964 12
640 468 28 3629 14
115 223 24 2952 12
792 457 21 4326 10
30 248 28 3495 14
429 384 28 2841 14
206 382 28 4807 14
606 351 10 1955 5
316 563 8 2696 4
468 287 16 1932 8
751 72 28 4301 14
125 267 30 4071 15
732 406 38 5410 16
467 424 28 3976 14
620 362 31 4184 15
799 309 30 3792 15
186 345 30 3006 15
415 583 20 4844 10
769 547 12 2133 6
119 66 26 2261 13
415 445 22 3392 11
310 118 27 4722 13
361 399 24 2720 12
268 103 33 3516 16
247 470 22 3594 11
535 490 30 4928 15
222 316 28 3589 14
381 113 22 2671 11
767 335 26 2974 13
94 43 24 3640 12
333 580 32 5304 15
90 258 20 3160 10
293 468 20 2612 10
91 149 10 1773 5
776 512 12 2283 6
350 595 26 4696 12
337 399 26 3928 12
223 598 22 4582 11
232 132 26 3098 13
573 307 30 2935 15
12 82 24 3686 12
58 495 26 2824 13
382 458 24 1790 12
728 98 20 2788 10
457 514 26 2825 13
591 473 30 5195 15
431 38 28 4861 14
212 344 26 2846 13
238 597 10 1936 5
544 108 30 4836 15
799 338 33 4167 15
472 81 28 3478 14
660 467 28 3404 14
75 202 20 1767 10
555 338 28 3341 14
348 481 25 3833 12
440 109 2 1909 1
233 64 0 1000 0
491 407 34 3009 16
188 484 28 4361 14
372 260 30 2837 15
538 510 20 2310 10
425 25 28 3731 14
356 303 12 2795 6
299 302 16 2425 8
190 113 20 3527 10
327 549 24 5017 12
652 413 30 4539 15
12 253 16 3568 8
786 130 20 2888 10
425 297 28 3168 14
245 313 26 3470 13
238 171 28 2439 14
31 316 2 1013 1
554 390 32 2124 16
510 440 28 2982 14
553 495 28 5695 14
183 29 24 2882 12
440 441 28 3691 14
204 589 26 5230 13
525 379 28 2477 14
295 192 30 2796 15
209 373 24 3001 12
385 18 0 1000 0
423 237 2 1305 1
524 591 18 3204 9
192 481 24 2906 12
319 169 28 2736 14
764 262 4 1462 2
220 114 28 3546 12
197 0 24 2940 12
179 142 28 2957 14
433 469 22 3089 11
597 550 30 4488 14
114 575 20 4462 10
662 244 28 2006 14
59 267 26 2888 13
626 307 26 2953 13
475 536 28 2912 14
736 231 22 3180 11
248 403 28 3892 14
354 78 22 3145 11
104 23 0 1000 0
709 242 32 5002 14
545 345 28 3656 14
17 336 29 5666 14
743 295 29 4509 14
686 335 18 2618 9
774 531 4 1847 2
649 486 16 2585 8
588 145 26 3535 13
633 503 30 4171 13
520 541 22 2656 11
705 194 30 4687 15
756 308 28 5419 14
209 178 31 4132 15
19 578 25 3856 12
582 204 12 1526 6
774 437 22 2847 11
528 50 28 4405 14
42 288 26 3795 13
278 252 24 3034 12
580 228 26 3725 13
462 280 26 2593 13
244 432 28 4333 14
756 591 4 1904 2
455 192 29 2969 13
267 233 33 3022 16
142 226 32 3203 16
760 164 22 3781 11
153 185 28 3604 14
97 551 4 1362 2
579 517 24 3853 12
451 178 22 2509 11
784 477 32 4381 15
357 302 26 3182 13
686 137 30 4166 15
45 421 33 2620 16
635 506 28 3716 14
402 537 14 3227 7
45 598 0 1000 0
748 51 30 3777 14
143 332 30 3493 15
444 591 27 4057 13
265 535 26 2890 13
180 78 18 2467 9
16 460 14 4284 7
379 181 18 2249 9
771 324 31 5090 14
100 341 28 3100 14
291 91 22 3071 11
110 424 16 3080 8
783 556 6 2712 3
666 373 30 4059 15
75 55 31 5134 15
42 254 34 2926 15
292 277 28 2517 14
437 581 14 2169 7
380 557 20 3350 10
52 343 26 2638 13
144 464 16 3761 8
22 229 18 2744 9
297 359 27 4792 13
5 398 25 5344 12
222 139 20 4011 10
597 129 26 2903 13
424 5 31 3364 14
372 426 24 3028 12
650 508 18 2104 9
762 36 23 4431 11
113 590 26 3474 13
272 504 18 1675 9
501 123 20 1955 10
293 86 31 5266 14
482 124 30 3377 15
279 521 28 3650 14
33 178 27 4258 13
559 483 0 1000 0
19 139 32 4411 15
692 147 31 2824 15
501 243 26 5415 13
721 200 25 2688 12
156 155 0 1000 0
424 286 20 4814 10
444 336 18 2328 9
518 141 14 2636 7
619 308 26 3221 13
165 563 26 4618 13
624 189 23 2832 11
387 337 24 3432 12
113 137 31 4473 15
800 501 26 4232 13
351 51 20 3108 10
324 446 26 2449 13
642 90 22 4186 11
604 469 28 3525 14
739 505 31 4996 15
630 82 4 1912 2
579 526 24 5061 12
360 342 28 3198 14
347 7 28 5056 14
363 460 26 3289 13
478 418 28 3983 14
695 59 18 3584 9
318 126 20 4022 10
422 34 24 3990 12
797 229 24 3550 12
312 471 26 2881 13
320 341 20 3337 10
217 61 2 1320 1
399 200 30 2948 15
20 568 25 5650 12
154 333 32 2317 16
318 180 24 3062 12
282 598 35 4958 15
634 545 31 6268 15
348 372 24 2993 12
724 564 24 3551 12
21 475 18 3164 9
343 18 34 4075 15
373 584 20 3199 10
355 208 22 2631 11
46 453 29 4857 14
483 537 32 3167 16
793 434 23 3746 11
27 97 24 2854 12
622 179 24 4879 12
775 505 24 3955 12
297 445 26 5282 13
601 406 0 1000 0
590 411 26 2963 13
0 89 22 3407 11
55 60 26 3778 13
121 468 23 4236 11
565 10 0 1000 0
739 355 30 3275 15
613 419 20 3007 10
306 209 24 2892 12
213 225 18 3049 9
571 299 14 1566 7
255 391 26 3240 13
406 422 22 3037 11
627 401 20 2861 10
389 147 35 5969 15
349 282 0 1000 0
590 124 24 4002 12
701 27 26 5299 12
378 360 31 2733 15
229 79 28 3829 14
677 285 26 3021 13
744 388 12 2180 6
336 116 26 2920 13
332 317 30 3073 15
536 447 24 4324 12
48 109 18 3873 9
541 118 27 4679 13
13 356 30 3875 14
455 526 8 1156 4
287 599 10 3500 5
567 107 28 2940 14
82 78 28 3210 14
565 545 20 3793 10
692 279 28 2677 14
181 132 28 4680 14
295 141 22 3580 11
489 200 30 4295 15
286 434 32 2295 16
563 408 16 2537 8
674 127 24 2991 12
459 595 22 3956 11
131 150 22 1977 11
268 117 32 2693 16
764 325 24 4013 12
492 347 26 2832 13
309 310 30 4798 15
187 570 31 5965 14
203 311 22 2951 11
7 189 0 1000 0
377 163 28 3070 14
557 485 14 2372 7
40 556 12 2144 6
42 496 27 4137 13
17 405 30 7380 14
691 57 16 2921 8
295 136 30 3137 15
502 511 22 3626 11
212 104 14 4192 7
286 461 32 4340 15
135 58 24 2448 12
308 86 28 2961 13
754 114 30 2738 15
12 269 20 3505 10
30 255 31 5823 14
710 576 12 1597 6
349 420 25 4505 12
350 359 34 4032 16
477 341 28 3091 14
766 514 24 3902 12
404 312 20 2654 10
84 586 4 1546 2
605 210 20 2378 10
379 308 20 2238 10
240 534 35 3674 15
190 401 28 3872 14
795 243 30 3484 14
794 34 4 1199 2
235 24 26 3977 13
284 391 32 2342 16
687 324 20 2632 10
151 580 8 2538 4
42 52 25 5152 12
27 4 20 3553 10
73 144 18 3071 9
37 276 22 2677 11
298 85 28 3457 14
111 2 26 3685 12
425 295 28 3463 14
107 326 20 3618 10
776 537 6 1566 3
191 61 22 3542 11
158 4 26 3647 13
41 100 14 2120 7
232 314 26 3132 13
341 183 28 4488 13
137 120 16 3570 8
512 593 2 1046 1
416 579 26 3389 13
665 521 18 2893 9
391 492 28 3502 14
213 513 22 3749 11
339 302 28 3275 14
316 404 32 5505 15
269 415 30 2519 15
191 429 18 3265 9
124 198 22 2313 11
697 135 18 2921 9
88 182 35 3159 16
661 250 26 3851 13
585 116 22 4111 11
456 463 26 3461 13
756 472 18 1872 9
264 399 26 3696 13
233 330 27 5064 13
108 279 16 3423 8
123 262 30 3606 15
466 82 28 2673 14
220 148 20 2574 10
759 567 0 1000 0
741 266 22 3418 11
496 151 28 4029 14
424 256 4 2446 2
163 295 24 3144 12
31 261 37 6071 15
518 299 30 4055 15
399 348 22 2971 11
613 287 29 3748 13
1 225 6 2227 3
716 135 0 1000 0
414 400 33 4023 16
32 578 24 5036 12
208 106 20 3337 10
87 116 20 2644 10
142 56 27 4610 13
500 13 20 3417 10
537 557 22 3875 11
726 514 16 1753 8
37 123 20 2649 10
32 141 22 2994 10
134 404 28 2629 14
105 41 30 4997 15
366 240 29 3156 14
468 548 27 3891 12
380 231 28 3307 14
292 46 28 3142 14
532 323 26 2919 13
452 36 22 3250 11
163 547 16 2801 8
151 172 32 2433 16
63 559 0 1000 0
81 32 28 3086 14
224 472 22 3588 11
87 450 26 3105 13
527 105 22 2835 11
95 251 14 2595 7
85 485 35 4889 16
678 515 32 3575 16
667 495 28 3342 14
89 127 33 2332 16
298 273 22 3698 11
239 462 26 4676 12
501 518 22 2757 11
424 282 26 3367 13
675 410 29 4477 14
31 528 26 3825 13
97 122 22 2748 11
524 236 28 3409 14
476 169 30 4824 15
719 104 26 3430 13
411 71 20 2464 10
37 301 26 2927 13
421 558 26 4078 13
5 244 14 2936 7
147 468 26 3695 13
432 288 26 3987 13
180 445 30 2274 15
610 41 34 3763 16
293 77 27 5589 13
111 299 28 3829 14
426 140 30 3287 15
567 96 28 3136 14
278 261 28 2175 14
378 374 22 3762 11
587 79 28 3212 14
559 233 0 1000 0
665 121 26 4476 12
494 562 28 3920 14
301 291 24 2863 12
240 284 28 3825 14
320 92 30 4881 15
411 495 28 3210 14
422 97 31 4435 15
492 580 24 2551 12
3 467 0 1000 0
730 48 22 3747 11
598 299 26 2192 13
449 2 24 3287 11
189 597 20 3739 10
763 353 22 2469 11
615 523 31 4810 15
104 495 28 4006 14
352 11 30 4269 15
327 353 24 3501 12
355 161 26 2987 13
72 143 20 3996 10
543 563 30 3401 15
738 11 32 7105 14
162 19 28 4457 14
33 407 20 3139 10
326 184 0 1000 0
224 298 28 3013 14
453 474 29 3826 14
230 488 30 3558 15
101 9 29 3633 13
204 505 30 5035 13
642 18 2 1149 1
791 374 8 2195 4
654 339 2 1366 1
42 305 20 2636 10
243 326 28 3387 14
333 130 27 4114 13
319 25 16 2941 8
245 350 25 2704 12
38 285 26 3673 13
141 138 32 2546 16
659 21 26 3918 13
564 149 24 2965 12
693 28 0 1000 0
108 564 20 2652 10
590 7 0 1000 0
462 534 26 4338 13
737 434 24 4874 12
162 26 20 3287 10
337 193 28 3189 14
