# Starting test run
x y points n_ticks consumed_balls
476 261 20806 1178 992
201 296 47157 1148 986
553 425 39016 1209 985
2 197 103376 1173 993
339 29 39553 1218 984
98 140 55820 1219 985
67 377 89044 1244 978
24 494 180815 1235 992
567 425 30788 1180 991
11 23 326265 1410 986
698 222 60637 1189 991
385 267 17467 1318 985
202 44 89762 1241 992
731 409 65344 1252 986
150 18 83129 1369 980
660 477 72190 1177 992
706 425 145628 1288 989
734 486 84368 1265 980
115 8 162104 1347 978
777 337 229731 1366 981
799 344 122079 1288 981
714 108 76952 1220 983
154 289 68230 1189 973
141 159 37265 1145 978
354 586 53830 1208 994
754 548 210997 1204 986
196 460 72625 1222 985
478 538 43494 1250 984
613 277 53691 1255 988
627 24 122072 1208 983
562 477 27238 1277 995
695 41 121117 1289 987
523 215 23477 1319 992
653 557 99443 1249 977
382 443 20871 1178 981
768 159 112592 1212 982
479 213 21395 1201 983
674 515 100995 1201 989
374 504 28339 1238 985
781 323 213797 1260 980
372 220 21040 1179 988
239 327 29697 1198 983
556 33 63655 1221 983
258 170 39212 1190 988
262 384 22993 1185 989
337 396 24340 1217 988
717 454 62855 1216 993
127 215 38925 1247 974
330 53 54004 1236 987
540 96 27449 1251 984
694 369 35885 1256 982
427 362 15266 1221 985
597 123 48763 1253 978
419 392 19801 1214 990
609 537 86900 1254 979
520 536 37543 1204 985
306 436 38031 1236 986
555 314 45812 1215 987
339 462 26184 1160 984
52 435 260411 1213 982
79 443 81262 1198 974
401 384 16848 1267 984
309 484 24956 1175 983
337 90 33908 1229 977
711 105 97680 1264 987
218 573 79175 1300 980
368 426 21365 1363 990
203 407 37238 1172 982
490 209 17217 1132 982
622 58 82058 1223 982
637 404 42539 1295 990
138 256 40980 1298 990
72 425 76978 1220 990
185 239 26660 1202 981
252 523 123547 1162 984
695 386 68731 1253 981
25 406 95876 1142 988
443 306 20265 1221 987
538 235 21458 1274 984
455 339 20378 1194 986
428 454 19821 1389 988
165 516 67914 1278 981
506 299 18986 1239 979
760 329 94845 1263 989
685 47 147280 1192 992
322 520 31484 1183 985
485 201 19516 1166 973
183 139 73032 1444 979
678 256 99797 1189 986
1 238 104738 1137 969
265 101 39789 1156 988
673 596 108553 1203 987
465 34 58075 1148 986
293 176 18965 1242 989
267 566 48861 1208 982
421 597 48631 1253 983
587 219 38847 1277 986
489 69 68899 1157 975
588 59 46667 1210 979
38 254 300856 1303 987
86 568 106677 1258 987
351 77 18226 1141 984
787 546 133527 1294 980
648 131 89339 1161 986
430 312 25333 1183 989
136 441 60956 1294 976
29 137 195656 1224 988
52 479 89507 1177 982
222 302 35330 1155 983
217 572 122807 1240 989
691 52 100198 1223 982
799 400 115901 1196 992
52 532 271669 1206 985
386 528 43372 1253 992
465 538 42813 1212 976
645 496 49132 1233 992
613 207 70376 1199 983
310 564 80978 1275 981
297 369 22974 1184 989
493 177 21523 1207 981
721 142 68702 1288 986
745 453 123302 1186 986
154 36 146986 1152 980
168 550 267958 1185 991
599 95 44030 1197 985
14 464 241774 1212 986
177 161 50280 1194 986
133 317 25979 1187 987
509 139 19307 1306 989
433 334 14198 1175 985
120 232 56327 1261 986
701 423 83257 1214 981
26 228 61811 1289 987
647 422 43956 1178 977
383 5 39992 1181 982
659 124 45397 1187 983
423 88 31504 1324 989
705 214 52707 1384 975
751 472 136757 1322 984
359 571 87217 1180 981
226 360 17053 1182 983
63 494 206213 1228 972
496 306 20053 1368 980
294 46 46693 1263 978
165 363 56441 1254 984
55 557 97407 1261 991
467 593 49655 1277 981
349 533 34431 1222 987
655 512 166400 1169 992
537 221 44165 1260 989
200 135 42477 1189 987
433 214 15223 1223 994
547 584 88136 1261 987
231 283 21645 1192 982
511 14 57830 1265 988
608 206 24202 1245 983
395 136 24035 1204 980
87 201 121309 1156 987
224 175 31590 1209 981
750 384 141995 1208 987
16 87 475623 1366 984
615 470 37725 1163 989
531 152 23318 1176 983
228 429 29820 1227 986
591 517 53200 1292 981
260 146 29616 1244 987
568 320 31528 1216 980
87 564 166909 1269 983
731 366 78164 1273 980
719 24 157818 1224 985
454 235 15092 1205 989
548 88 34725 1171 988
567 562 128130 1183 984
481 41 61260 1239 983
42 560 296767 1239 992
775 253 100485 1340 986
590 184 20066 1277 983
686 255 66278 1156 984
216 364 24159 1249 988
34 594 142336 1312 983
507 596 66754 1213 984
469 241 20413 1192 990
55 559 143792 1215 981
619 586 119988 1176 978
743 206 111253 1190 973
387 181 30285 1226 983
770 76 216130 1431 982
63 51 106069 1171 977
495 496 25261 1164 992
157 457 82679 1184 985
760 356 93292 1211 986
569 431 52204 1186 989
296 463 43710 1207 989
105 248 85159 1175 980
270 474 21512 1310 987
148 455 64219 1231 991
605 350 31175 1195 987
617 364 53629 1246 989
717 52 152292 1210 979
279 525 30716 1199 987
708 87 82653 1234 988
457 30 60999 1265 980
75 146 180646 1248 977
140 84 158694 1230 991
9 226 95481 1207 983
267 322 30627 1317 985
755 242 113694 1228 996
700 354 57500 1155 977
680 261 52050 1278 983
534 181 22006 1201 988
74 570 133415 1314 991
602 76 57523 1227 985
784 289 111226 1199 987
562 395 19906 1232 991
774 485 123804 1291 982
18 474 132808 1234 985
53 94 138854 1167 986
203 507 56062 1180 979
70 382 90483 1243 997
152 229 52439 1177 989
173 147 39676 1230 988
88 446 105897 1259 979
762 551 136008 1240 981
212 477 46697 1197 979
45 524 177053 1234 979
445 321 17245 1209 993
438 203 20782 1258 971
184 370 39954 1207 990
290 276 15998 1161 980
399 304 16763 1270 985
137 301 49937 1276 990
533 457 38260 1211 981
191 548 82492 1181 987
487 523 63451 1168 995
484 153 25344 1199 982
21 443 66811 1289 984
316 437 23947 1259 981
34 174 174782 1256 978
4 259 88111 1207 983
529 239 26494 1208 983
355 282 13652 1294 988
92 540 89133 1219 990
595 32 45385 1292 979
726 547 81601 1265 985
296 366 25179 1238 981
605 180 51638 1244 987
791 139 114025 1229 977
220 65 39547 1247 985
794 76 150295 1315 981
331 540 34896 1220 993
83 138 80732 1264 988
520 7 57369 1268 985
472 512 28395 1207 992
166 334 30765 1292 975
352 368 21488 1197 988
315 315 19431 1330 986
52 53 104302 1283 986
713 35 115700 1343 975
30 531 261004 1165 983
256 178 33458 1195 983
262 30 66734 1221 986
297 38 77362 1245 986
437 99 35688 1238 990
219 145 32916 1273 988
229 218 26740 1187 980
724 18 170519 1214 981
489 14 39108 1200 984
158 545 107672 1234 984
27 455 176810 1170 986
694 81 128455 1260 989
436 222 25352 1258 985
367 508 29930 1214 993
228 431 27494 1190 971
365 445 25035 1253 993
208 375 46452 1188 978
766 444 158800 1265 986
644 590 108215 1347 973
762 165 112374 1259 986
429 501 24926 1238 985
149 525 56188 1282 990
727 552 124087 1231 992
18 130 142854 1147 982
300 582 35395 1189 983
95 582 187663 1222 990
99 301 61552 1345 987
389 49 67981 1260 985
253 216 34828 1190 990
110 436 99370 1208 993
734 337 102852 1208 975
759 426 66600 1303 982
558 98 23722 1181 988
200 594 97359 1199 986
408 18 40001 1169 986
158 169 54730 1393 979
13 41 253861 1258 983
390 570 39548 1285 988
175 358 24036 1193 989
467 260 18973 1132 985
231 520 33097 1151 984
124 227 38804 1196 977
502 99 24511 1248 981
490 33 62851 1231 978
416 351 13581 1288 979
275 189 47683 1270 985
423 556 39090 1266 987
690 128 62909 1184 979
60 41 259266 1193 984
628 428 45910 1269 973
53 181 116891 1265 978
205 419 28435 1246 988
212 45 62903 1204 979
170 10 67178 1171 985
322 571 61727 1176 978
411 210 16761 1237 981
190 437 35955 1203 986
383 595 73646 1302 980
171 81 95357 1177 986
735 574 115566 1207 982
183 557 108190 1256 983
340 297 21604 1244 980
358 542 67445 1221 985
35 324 111487 1237 984
218 370 34786 1334 977
747 112 198853 1224 991
687 265 40725 1311 985
146 59 149928 1144 984
282 355 29929 1232 981
6 345 105744 1276 982
503 146 20470 1255 989
609 527 92707 1293 988
376 258 28093 1185 989
407 103 26909 1184 983
787 240 133321 1163 987
271 420 22997 1242 988
190 342 59455 1331 986
194 435 67382 1328 990
355 167 25216 1240 973
431 294 16284 1177 984
202 295 22202 1159 993
447 52 44319 1163 978
284 589 79170 1189 982
599 60 51499 1430 987
153 304 29451 1210 988
31 465 88752 1290 984
693 405 40100 1289 988
111 551 60422 1237 985
496 397 19747 1328 983
241 71 59506 1200 987
410 482 35247 1292 985
425 22 54167 1209 990
705 547 67188 1309 986
106 466 74350 1188 988
232 429 28512 1200 988
130 210 39800 1225 989
332 234 44752 1157 986
229 56 169761 1229 991
108 49 90870 1207 991
612 586 92075 1241 986
67 264 100639 1274 983
753 491 65114 1199 976
15 193 124258 1162 982
82 561 120613 1184 981
700 59 85775 1209 988
432 271 16805 1207 977
61 579 282276 1305 977
25 244 214807 1320 980
62 420 52747 1193 984
665 521 137753 1225 985
338 519 79706 1240 985
244 200 24389 1275 981
374 217 19493 1169 980
697 498 71668 1241 981
269 207 23512 1254 981
674 414 95445 1187 985
438 546 59758 1231 985
161 54 110270 1370 984
113 140 38223 1195 977
199 251 30898 1226 989
349 116 33659 1213 985
660 230 47117 1270 979
652 493 138689 1221 983
671 412 101629 1207 989
34 254 73725 1209 991
683 133 80550 1189 981
716 338 97639 1215 985
166 582 121281 1167 980
613 365 54415 1280 977
47 566 131539 1195 988
699 383 292830 1178 984
448 457 29075 1201 987
342 303 14661 1175 987
17 63 210968 1214 984
344 31 59124 1202 986
607 113 57648 1193 986
227 199 22425 1298 987
712 65 62450 1168 982
339 298 20665 1300 981
407 504 34102 1217 993
403 281 12954 1262 989
179 579 64184 1149 985
484 535 36411 1210 985
383 499 44766 1224 987
219 69 248318 1255 978
452 484 40812 1207 987
442 464 27156 1393 987
438 150 32387 1227 983
432 115 34231 1169 987
222 531 32474 1289 986
71 22 219561 1247 984
526 185 62651 1219 986
650 206 136289 1196 978
427 286 16798 1184 985
270 531 63662 1356 980
733 108 69307 1202 984
524 2 62955 1360 978
98 39 98722 1201 985
178 349 35980 1212 985
498 154 27958 1340 981
39 152 149690 1248 974
22 154 126015 1251 992
444 246 14418 1262 990
485 156 26056 1189 986
740 592 210988 1217 992
358 397 22327 1149 987
20 487 187522 1199 987
359 35 45160 1224 991
541 549 65196 1215 992
46 450 153418 1278 992
139 45 69107 1230 977
15 257 70119 1178 978
437 538 29741 1190 983
390 506 42599 1230 984
297 470 35973 1199 984
261 226 32459 1246 987
653 28 89446 1223 984
502 209 17390 1151 985
96 80 77430 1272 991
303 352 22118 1246 994
794 537 102650 1301 984
227 332 22529 1216 981
775 230 87166 1252 989
387 112 26797 1293 994
616 147 44277 1301 987
729 433 80044 1202 985
711 209 54878 1340 985
755 214 58199 1164 982
639 533 141921 1275 984
558 180 28941 1162 991
364 411 15445 1139 978
549 383 26157 1218 982
75 396 50229 1291 982
686 23 135059 1270 979
219 302 32490 1205 979
346 594 91697 1255 983
397 391 16214 1228 987
766 395 92829 1218 977
663 561 159420 1246 981
682 110 87328 1250 989
633 67 83241 1214 993
485 398 23487 1346 973
581 507 48898 1185 991
495 207 23425 1209 983
402 515 46291 1190 985
282 427 42931 1223 993
468 10 84226 1234 990
706 395 99583 1154 983
570 339 30301 1216 978
751 201 182134 1237 989
229 465 36256 1158 991
95 219 50035 1220 976
196 207 27130 1278 985
669 413 48006 1276 988
470 403 22859 1301 979
257 505 27754 1140 981
49 461 88427 1255 991
744 23 99348 1249 986
402 271 13233 1187 989
452 341 18094 1221 982
301 381 23563 1293 987
764 276 71667 1212 986
707 256 43314 1152 986
427 348 24272 1168 991
770 154 148157 1237 973
258 439 21435 1191 987
735 13 98416 1190 984
299 236 26448 1210 988
202 55 64460 1201 978
267 89 41350 1249 991
620 177 39597 1169 986
151 543 48518 1303 989
744 510 68915 1293 982
749 222 60097 1250 992
420 277 21855 1234 984
284 430 22830 1214 986
483 286 18625 1167 992
125 31 163068 1227 976
706 287 105071 1498 976
450 431 21094 1217 977
567 222 30078 1138 968
527 510 68829 1268 983
118 553 79381 1305 988
74 531 137471 1166 982
390 258 13468 1283 967
569 345 37599 1212 979
693 65 142819 1309 982
705 166 136636 1227 990
608 163 51113 1190 982
429 2 63738 1219 991
421 247 19626 1164 983
78 482 97834 1205 980
468 299 20403 1245 983
541 345 31106 1177 985
508 205 19411 1204 990
539 293 17426 1295 986
650 243 30988 1234 993
512 25 41808 1216 989
544 86 54518 1222 988
16 548 278647 1173 975
351 450 19205 1229 991
421 54 49210 1259 993
771 352 111493 1252 988
171 144 55608 1271 980
143 523 56065 1241 980
539 226 19502 1186 980
125 296 70409 1259 976
203 193 31078 1199 981
508 3 80737 1185 989
314 509 28573 1224 988
589 67 55376 1281 984
730 456 93870 1168 987
458 447 20152 1185 988
186 146 31636 1233 986
475 201 15958 1214 994
781 382 121259 1230 977
378 122 35559 1225 986
73 166 59883 1186 977
339 434 24029 1197 979
689 97 58794 1232 986
345 538 36576 1251 982
754 463 184832 1241 982
49 293 77947 1277 981
190 265 38740 1211 985
598 267 30318 1230 985
797 113 125089 1210 992
579 462 42094 1181 985
384 262 18916 1179 985
15 356 135278 1160 983
542 565 43541 1236 977
718 318 93615 1210 981
367 130 17626 1169 989
579 124 38541 1181 973
771 555 234918 1172 988
742 119 119777 1268 982
300 497 36985 1276 982
237 544 84526 1233 991
399 196 25109 1235 994
161 152 49238 1197 988
684 451 84362 1340 979
137 530 100111 1288 984
141 487 63141 1250 981
458 115 30412 1234 974
58 5 229070 1198 983
4 128 67660 1214 980
235 85 74933 1186 982
791 269 133084 1235 982
734 96 59398 1194 981
615 29 81175 1231 980
100 505 74066 1133 977
451 467 22332 1256 981
724 84 117689 1220 984
47 68 232446 1149 981
632 48 119394 1173 985
406 20 44444 1209 990
637 193 63635 1238 987
529 301 20482 1247 988
540 480 28496 1302 987
531 364 22997 1287 992
260 171 39753 1205 988
330 303 17693 1315 978
733 151 75995 1272 987
395 319 17841 1215 981
215 381 34589 1239 989
54 435 103650 1174 984
418 167 20193 1215 975
188 127 49755 1318 986
755 384 74301 1211 976
192 236 35480 1213 985
566 37 92912 1249 980
763 251 148630 1233 990
308 73 26573 1267 983
191 74 53515 1173 980
270 27 112780 1256 986
229 129 30967 1213 985
590 397 40418 1257 985
71 51 97186 1304 983
490 192 21868 1212 982
572 574 106010 1229 988
697 389 70051 1391 985
418 341 20989 1321 979
607 324 26368 1217 983
238 575 46487 1181 988
540 446 37631 1219 975
644 78 125733 1238 978
216 237 24293 1255 988
628 222 37974 1179 991
626 273 27813 1263 982
206 453 62634 1220 985
533 473 33012 1233 982
117 205 43692 1182 987
434 250 18037 1168 990
654 414 30603 1147 990
427 18 65470 1217 985
323 176 34106 1374 984
302 536 31657 1224 977
315 356 21854 1250 990
739 359 71470 1248 969
137 242 93911 1181 984
711 580 122023 1236 988
583 414 50212 1243 988
399 320 23303 1216 987
434 235 14949 1262 977
168 122 58571 1375 987
436 424 20344 1304 986
740 353 95286 1170 987
7 311 86969 1205 984
663 236 43875 1239 973
783 106 125649 1211 987
460 104 32105 1240 987
98 379 44980 1295 984
640 495 68197 1409 980
488 369 17214 1162 981
373 501 25393 1242 984
31 241 83593 1186 985
81 60 241025 1130 990
268 112 38241 1279 985
335 239 15811 1309 987
524 201 44903 1196 985
768 401 69976 1152 987
387 2 57876 1225 993
643 39 86762 1296 974
367 100 33447 1210 987
682 597 91293 1178 975
456 139 29813 1224 988
370 427 14774 1320 986
619 500 44940 1200 983
622 464 48909 1271 977
668 62 67250 1218 985
53 229 86865 1166 988
718 524 80197 1275 983
720 263 38843 1254 990
765 402 103173 1225 980
475 516 30353 1207 991
27 524 127039 1193 987
382 135 19339 1211 986
500 536 42994 1221 983
494 153 31924 1233 979
691 61 128587 1195 978
657 18 105039 1346 985
370 137 25711 1194 980
429 506 25634 1126 980
367 21 32653 1214 989
285 146 23273 1187 992
488 117 35330 1217 989
119 95 66573 1281 988
550 502 24677 1193 989
738 154 92385 1225 979
462 280 16258 1327 987
145 439 36152 1185 985
138 62 63013 1374 985
681 133 40720 1150 983
407 370 15349 1188 993
41 48 130699 1192 978
676 542 61430 1250 987
759 469 102535 1207 983
526 252 27746 1172 983
663 80 94103 1411 982
320 117 35047 1263 988
321 515 27825 1236 986
103 348 85537 1206 985
344 402 19795 1342 985
287 579 101114 1167 980
792 348 55281 1205 984
33 193 109901 1193 987
75 283 57200 1166 982
28 553 139104 1215 988
77 322 78644 1219 986
575 322 25124 1251 982
718 458 84684 1294 994
480 361 14867 1276 980
722 419 66189 1264 983
479 52 56793 1142 985
221 267 20637 1322 980
676 204 68359 1140 980
132 323 35316 1207 987
312 299 25788 1253 985
721 373 179706 1290 975
663 102 87928 1207 991
416 6 62622 1146 981
212 596 85433 1205 993
527 7 45864 1214 980
490 365 18680 1187 988
374 242 16033 1192 987
48 349 42313 1254 978
578 240 32679 1173 989
361 435 25235 1160 982
238 406 24819 1392 985
231 399 40262 1198 982
541 455 49843 1194 976
387 258 14016 1181 988
643 205 46137 1218 989
655 154 36533 1179 986
130 310 55401 1226 988
673 26 50733 1236 985
457 224 17613 1326 987
137 332 73307 1214 985
489 475 31313 1275 982
639 166 41752 1230 979
764 27 87784 1191 979
445 30 45279 1164 980
516 534 64759 1235 979
791 285 106517 1215 986
299 5 106280 1403 994
185 400 64453 1197 983
592 543 97549 1193 990
124 507 136578 1213 986
733 383 185645 1225 987
330 503 40673 1239 988
489 137 25548 1235 991
139 53 78989 1242 977
300 397 25302 1187 985
5 577 230051 1162 979
629 572 85579 1187 986
336 247 21427 1193 984
691 194 60964 1156 986
396 210 25225 1193 989
355 335 18683 1229 987
23 508 115676 1347 988
260 318 28771 1316 981
418 360 17251 1275 982
732 157 57623 1228 977
51 476 665875 1264 989
193 564 60830 1207 987
648 184 66690 1283 984
175 24 85720 1245 991
353 304 16657 1254 980
393 595 92672 1199 988
416 18 46698 1275 985
783 391 154373 1160 981
392 225 30697 1274 991
376 462 24651 1237 988
291 237 17281 1253 983
331 3 56884 1252 987
50 36 240369 1204 989
615 155 49127 1172 983
101 55 74385 1222 985
258 290 20119 1235 987
264 340 20033 1272 985
353 385 17986 1263 980
629 302 52148 1186 987
455 318 15091 1219 990
774 76 307580 1293 987
383 392 21941 1235 985
758 113 214548 1228 975
425 350 16674 1221 996
360 14 37159 1310 988
690 399 49616 1300 987
13 496 103435 1295 975
412 260 15819 1220 985
699 70 88303 1162 984
312 474 25350 1287 984
680 222 49684 1297 991
535 117 33054 1214 978
303 32 48583 1299 988
104 142 75757 1193 986
389 582 52128 1160 984
503 140 18548 1211 989
150 246 30904 1171 985
403 128 19596 1275 988
569 349 22537 1162 991
788 205 121963 1146 985
442 599 47150 1208 988
342 281 18802 1228 982
485 33 68242 1193 982
19 8 181888 1237 993
345 180 22050 1156 990
9 395 100822 1257 984
742 165 229330 1211 985
94 494 76190 1232 982
708 252 98889 1189 992
373 96 26951 1421 991
485 242 14770 1288 989
360 160 20020 1209 992
156 512 40447 1180 986
195 22 94275 1249 982
371 448 27528 1141 979
673 558 67123 1149 986
206 104 72685 1223 985
225 277 19498 1187 987
600 91 24057 1169 989
686 159 105159 1181 986
285 484 26289 1211 988
335 303 13963 1327 990
94 148 56123 1293 984
454 158 20144 1173 989
111 355 44428 1216 983
323 486 26529 1179 984
624 549 77467 1180 986
21 201 203864 1178 988
183 72 271994 1228 985
658 211 39315 1219 988
70 282 116181 1214 977
357 319 19078 1198 984
146 475 57183 1195 984
659 556 51035 1257 985
568 178 22444 1220 987
301 236 26135 1159 984
69 90 123390 1271 980
404 84 27877 1189 984
86 54 107304 1234 981
356 56 51752 1244 985
126 73 135248 1131 978
614 377 31959 1187 982
252 270 25807 1210 987
627 398 38938 1265 985
43 47 167520 1265 980
561 156 23799 1178 985
158 599 91861 1271 977
794 414 98768 1232 987
178 207 35741 1228 987
769 451 89561 1227 986
229 475 45921 1217 992
411 556 45867 1206 985
539 352 25040 1262 988
739 575 106651 1258 985
107 7 147867 1291 987
277 489 29187 1334 974
448 58 49664 1158 990
617 343 51211 1228 986
30 62 184402 1280 991
14 145 97902 1274 977
167 571 100124 1285 989
630 472 55735 1182 989
761 555 150568 1205 970
554 454 43994 1139 987
784 412 105957 1306 986
386 285 17049 1151 986
33 450 179844 1265 989
17 457 187760 1217 988
381 342 14211 1282 991
157 14 58597 1195 989
27 161 111963 1251 986
323 14 33514 1263 988
86 128 278602 1181 991
421 581 59129 1228 989
254 349 18908 1236 984
550 108 29725 1322 988
214 581 57332 1286 984
324 127 25399 1178 983
528 547 30114 1153 986
241 204 19971 1194 992
524 246 21771 1293 983
346 228 16357 1198 984
576 433 28880 1268 983
514 408 35228 1281 992
29 17 210115 1247 979
696 83 85793 1226 982
720 15 214689 1322 991
511 440 17579 1231 987
773 146 163764 1272 984
527 101 34106 1217 989
212 265 28903 1193 988
48 48 280335 1231 983
443 48 69833 1176 992
435 591 96066 1173 983
568 583 29674 1161 977
560 393 30486 1179 989
471 442 22105 1222 988
74 80 156126 1201 987
453 217 17841 1198 979
234 374 30881 1173 979
593 469 33875 1357 988
739 51 148280 1214 986
299 335 15288 1147 983
7 349 108914 1244 983
619 289 41100 1209 984
167 43 76169 1223 975
720 143 96270 1302 987
262 197 27720 1185 980
380 241 18079 1202 985
116 84 84463 1277 974
258 285 27845 1257 981
390 96 25774 1269 987
422 98 28441 1183 991
32 92 110725 1200 986
651 544 117552 1385 983
397 88 28364 1208 983
178 121 62123 1222 985
413 356 17148 1314 976
429 4 48958 1336 982
83 403 94279 1339 982
617 564 90890 1271 995
736 354 58465 1136 978
360 146 21218 1185 993
368 265 14045 1340 986
643 207 30066 1229 984
414 552 33052 1234 982
196 222 37000 1215 986
94 548 126498 1238 978
521 82 35730 1284 987
164 404 44845 1232 990
402 167 31770 1288 983
677 49 141303 1225 983
293 516 49708 1205 976
4 133 102937 1229 981
634 525 103435 1209 978
79 75 60112 1164 982
94 169 60188 1259 988
329 586 48131 1257 993
797 47 491789 1214 978
479 372 17648 1337 987
446 4 44678 1164 983
597 381 47975 1201 984
32 473 118731 1198 982
316 83 63255 1295 975
380 43 51272 1364 982
701 494 94711 1220 990
515 186 24363 1213 989
114 219 51060 1177 988
46 20 253461 1206 988
720 540 134862 1247 983
759 16 172950 1199 982
599 10 183221 1232 989
126 325 42232 1238 986
244 55 93727 1200 982
31 292 84756 1208 986
184 480 30812 1297 982
363 428 16412 1242 988
6 130 181883 1202 990
470 318 18249 1195 989
556 333 31065 1292 979
708 12 108086 1184 979
160 445 59242 1148 983
49 245 60841 1143 988
610 440 41269 1244 977
265 251 29190 1163 979
5 137 89387 1286 977
202 215 36309 1156 990
288 139 25315 1187 990
628 222 23303 1234 985
326 366 24885 1190 981
61 581 255433 1179 989
784 447 114257 1192 990
235 500 57732 1183 980
277 454 39192 1206 989
124 559 68507 1205 981
42 50 245775 1307 979
421 137 17203 1239 984
617 315 35431 1177 990
150 436 48925 1201 977
636 7 93776 1245 985
668 288 47207 1285 990
509 477 48323 1229 983
675 591 99641 1291 986
446 334 18115 1219 985
6 433 118368 1180 990
758 349 109139 1253 983
237 46 90833 1206 988
225 190 21860 1208 983
14 112 139617 1287 975
374 38 47364 1169 994
439 370 19405 1192 990
254 45 92898 1160 987
780 230 94657 1229 983
394 329 15140 1175 980
565 175 16533 1225 985
152 112 57703 1313 980
204 444 51794 1189 979
421 80 42634 1210 988
574 472 33055 1180 988
326 501 22905 1204 990
120 183 44445 1269 984
168 515 68566 1229 981
424 370 17000 1203 984
550 217 84172 1310 981
759 248 82634 1330 987
92 192 97638 1359 976
766 18 229028 1201 983
457 278 27229 1234 986
758 297 97672 1333 987
30 461 156689 1179 989
355 31 29110 1230 987
185 207 38113 1259 988
271 189 64005 1233 980
636 115 40492 1343 984
617 48 320494 1246 988
110 351 81046 1163 980
462 574 55583 1273 979
430 591 42998 1236 983
335 132 19529 1259 989
68 144 72916 1192 980
553 298 26781 1156 985
706 563 67890 1275 986
765 498 104779 1234 986
216 501 84282 1219 978
243 402 30263 1243 987
793 493 298267 1219 990
729 221 106940 1208 982
493 1 41569 1256 992
748 296 58587 1202 983
612 445 31926 1204 988
20 17 284868 1225 972
499 241 21563 1285 993
68 35 98458 1168 989
95 413 69092 1282 990
526 544 71216 1173 985
406 558 46910 1255 990
377 18 37463 1235 985
331 425 28559 1266 982
434 300 14356 1174 988
64 498 161316 1224 980
762 230 113938 1211 976
599 468 27512 1190 975
539 17 46740 1252 983
27 135 233439 1264 987
517 486 39904 1207 983
720 267 89296 1272 991
200 195 29939 1171 981
779 328 212873 1318 976
777 161 259607 1219 979
766 595 99956 1182 979
638 36 100628 1161 984
17 116 103875 1213 978
216 28 92653 1361 988
434 159 30284 1253 978
529 268 22098 1384 988
293 567 51151 1283 984
702 118 141294 1210 985
480 53 54338 1164 981
637 392 68896 1222 991
719 149 80406 1254 986
125 233 138817 1278 993
736 300 43396 1192 983
487 85 32962 1163 990
265 242 58579 1208 987
690 361 64248 1306 980
794 90 312465 1173 976
432 100 26879 1256 982
511 388 25226 1263 989
789 411 116353 1219 982
552 537 40921 1195 979
774 236 106337 1359 976
266 454 55975 1330 987
520 122 47777 1211 981
291 57 26961 1169 974
45 467 100095 1246 987
744 532 88215 1153 986
226 48 63971 1274 991
703 375 39896 1336 983
65 242 63669 1217 982
505 126 48455 1269 989
547 215 36998 1187 988
500 12 32843 1219 980
71 591 116360 1212 983
342 263 18887 1165 987
620 408 59096 1179 978
558 401 24757 1212 980
80 48 120004 1233 992
91 501 77576 1168 982
306 167 32250 1306 983
145 571 115480 1162 982
563 369 26040 1153 986
617 489 28263 1323 985
73 0 137892 1143 985
500 353 17290 1142 981
782 134 88809 1218 990
799 72 227026 1331 981
55 367 101169 1199 988
733 27 108833 1201 989
93 62 143726 1276 979
351 553 43819 1239 987
736 410 94125 1221 978
589 118 49091 1209 982
181 442 35660 1256 990
727 354 76298 1294 986
662 570 89959 1188 991
464 497 37166 1279 984
669 578 132168 1330 982
360 38 40630 1346 987
438 163 19331 1199 984
354 160 22431 1224 984
40 19 210399 1267 990
609 306 23347 1167 979
217 148 44397 1159 978
1 164 140980 1174 966
265 428 35606 1159 993
344 152 21540 1221 988
561 536 47157 1182 978
449 569 72225 1341 986
720 479 107983 1200 985
127 260 39689 1194 984
685 508 89499 1213 989
291 428 28903 1200 991
745 587 164553 1391 992
237 295 26311 1209 981
161 311 38276 1208 982
279 139 27717 1256 984
443 435 23342 1211 982
658 305 73271 1211 993
708 518 189712 1230 983
384 446 22117 1208 986
405 537 38209 1198 985
49 255 216860 1170 982
642 418 48838 1335 985
719 463 71435 1188 982
481 339 42612 1441 983
14 89 184324 1190 990
330 68 33580 1254 983
720 59 169958 1245 975
81 362 62509 1197 975
347 118 30277 1178 974
11 352 97338 1212 982
747 56 138488 1178 985
611 493 59115 1290 985
85 53 169434 1248 989
303 548 62528 1216 991
339 131 26337 1140 989
299 238 23243 1233 987
379 22 37838 1187 985
289 517 37800 1222 976
477 567 41640 1135 990
341 325 23101 1367 978
515 32 53843 1279 981
512 292 23618 1303 978
137 256 66079 1198 981
144 516 80749 1160 979
657 455 50328 1163 987
261 584 122637 1204 986
786 469 123651 1299 979
531 263 26782 1184 983
242 373 28651 1174 982
661 24 162785 1232 985
77 561 120310 1186 982
167 59 43519 1190 973
201 220 16621 1213 985
124 277 41347 1255 984
404 2 55947 1144 985
339 509 45839 1254 987
675 138 58274 1336 983
699 548 72044 1227 984
790 131 137058 1226 978
143 210 41427 1230 985
154 237 43765 1214 989
504 483 36213 1204 966
644 269 40432 1216 992
583 568 53162 1176 992
594 268 24587 1255 986
595 587 75870 1231 988
41 484 155604 1233 973
114 110 47848 1151 982
1 471 160330 1231 989
260 567 52267 1199 990
243 42 31971 1231 976
599 349 38471 1200 986
704 67 97432 1292 991
