# Starting test run
x y points n_ticks consumed_balls
310 225 17808 1249 980
435 495 19297 1186 987
353 450 34591 1218 988
723 246 61430 1210 981
693 335 100273 1219 986
341 264 16000 1399 991
188 209 29192 1137 982
397 111 26586 1185 984
453 174 19353 1179 976
151 363 38780 1163 988
103 133 57198 1221 987
68 190 142598 1176 985
523 167 24386 1287 983
439 190 20469 1302 983
268 166 18005 1280 980
552 432 34710 1160 988
106 36 135652 1175 992
465 464 37882 1147 992
746 94 142796 1275 984
704 554 122635 1232 980
81 414 75779 1315 991
482 498 28206 1187 989
354 39 27470 1263 981
433 170 21356 1218 979
339 274 19604 1191 985
567 598 85131 1193 981
799 384 335944 1177 985
387 255 15313 1163 984
540 564 67573 1377 992
498 32 68094 1207 977
275 96 25365 1219 981
365 451 21710 1181 987
305 433 19947 1207 985
731 272 90284 1305 990
641 308 47403 1219 987
258 450 47319 1303 982
367 381 24376 1321 986
482 215 25905 1236 994
747 255 129712 1165 985
644 71 69708 1167 981
549 376 25577 1245 982
119 207 39138 1254 980
274 32 44604 1245 985
413 314 13588 1241 975
235 229 22401 1184 987
278 420 26765 1138 980
74 80 110681 1195 983
317 254 17082 1387 983
506 136 33753 1268 985
617 7 473820 1243 970
253 177 20780 1241 981
94 180 84738 1208 982
537 29 144999 1247 992
464 297 18553 1157 988
640 282 64643 1169 990
412 394 19433 1216 988
685 206 61050 1197 992
175 148 54013 1204 981
708 439 68619 1236 976
672 223 54153 1215 983
57 216 393607 1228 975
148 45 72638 1340 984
519 337 18556 1173 970
296 513 55146 1330 987
348 533 36606 1200 985
32 445 160327 1198 983
519 401 31553 1172 993
307 55 37256 1179 979
616 577 57749 1256 974
645 158 31762 1244 987
781 167 165225 1190 986
265 536 30912 1188 981
20 265 87361 1278 984
41 515 271907 1210 981
102 394 66749 1236 984
221 325 25467 1165 986
334 296 14865 1193 981
731 571 108248 1165 980
12 40 286302 1186 985
693 150 61739 1271 985
504 378 19295 1291 988
332 204 32822 1154 980
571 336 28459 1327 982
681 94 41287 1228 970
460 476 27962 1180 979
753 434 78218 1197 987
208 78 47155 1262 983
527 116 43231 1176 978
497 384 16738 1173 989
552 323 21313 1270 981
428 439 19990 1233 991
6 267 105276 1302 985
561 68 68466 1226 983
692 491 161663 1271 991
576 166 31933 1186 991
301 342 21285 1271 988
90 11 102342 1185 987
695 158 131681 1337 993
171 98 57765 1171 981
290 538 47015 1295 994
318 176 21964 1223 982
625 141 46918 1169 979
561 417 38780 1221 989
107 421 42157 1230 977
757 493 117088 1188 985
698 334 46608 1183 989
676 347 62290 1190 991
101 393 63259 1175 988
277 198 28194 1205 984
89 476 83803 1223 978
164 431 33136 1181 985
668 231 40564 1192 981
559 28 48114 1243 988
156 51 115466 1295 980
69 81 121184 1203 985
726 257 65947 1267 988
24 59 147380 1197 986
759 576 137648 1198 988
265 377 26415 1188 986
30 570 226607 1183 976
376 103 25860 1243 987
320 75 32216 1140 976
74 329 88373 1306 978
394 207 21126 1245 986
711 112 117979 1168 981
315 77 40711 1233 986
662 407 65446 1264 982
530 117 70821 1234 990
49 345 80099 1244 976
130 513 65317 1326 988
369 79 33472 1220 988
687 266 54263 1166 985
441 258 18329 1272 977
460 284 18611 1156 989
183 9 72614 1165 982
556 374 25507 1202 982
428 339 24298 1241 981
680 16 517207 1335 983
173 564 85494 1226 977
313 262 20538 1173 995
206 22 76975 1298 984
195 451 27543 1254 991
729 132 59462 1230 985
640 167 36759 1260 979
478 63 46080 1161 986
487 359 19676 1184 991
277 96 35189 1197 984
466 465 24945 1319 986
222 34 56649 1276 990
68 106 137756 1241 981
364 595 154180 1239 980
322 266 24033 1174 982
95 396 59228 1222 988
316 359 18262 1189 984
0 331 308476 1162 983
468 526 44014 1220 982
605 221 41885 1133 973
385 40 36880 1169 989
170 543 96132 1290 988
386 195 20063 1180 991
262 165 29136 1421 989
657 300 44441 1191 978
81 1 122935 1185 989
468 145 23672 1261 981
604 90 51032 1275 984
723 155 51834 1212 987
80 301 101151 1198 982
243 487 40742 1342 987
187 412 66328 1267 992
630 325 30040 1202 979
586 546 122285 1225 989
452 354 15384 1222 989
417 96 37639 1246 986
338 270 15669 1229 989
795 280 81394 1173 988
560 91 60110 1349 985
513 206 28854 1213 980
213 251 52019 1198 986
236 29 39294 1238 979
779 247 179001 1443 978
649 377 37330 1208 987
292 528 95498 1221 980
621 495 64970 1153 980
139 162 68469 1239 984
788 39 159346 1327 987
363 358 16115 1211 982
185 451 57224 1174 992
688 366 64630 1226 981
342 21 47428 1206 983
731 180 74056 1341 977
174 398 58861 1232 985
408 496 37582 1273 988
226 597 200866 1166 981
453 66 44361 1219 973
247 69 64102 1396 987
243 251 22465 1217 986
676 518 154294 1230 981
571 399 31466 1232 989
566 413 43337 1204 985
298 406 22366 1190 974
450 378 19499 1269 986
484 150 26478 1174 979
429 60 46531 1152 981
241 33 48745 1317 990
498 59 48720 1233 990
214 376 37100 1246 983
490 344 30295 1226 980
101 429 55558 1226 988
395 249 21657 1190 987
178 571 115363 1247 985
678 197 75195 1216 991
8 374 79971 1248 989
572 255 35012 1226 990
281 217 18402 1205 980
179 525 74657 1156 974
796 512 112111 1186 978
129 426 53972 1293 988
535 532 53937 1190 990
691 361 90090 1195 986
472 530 30769 1191 980
240 600 48494 1217 983
297 39 34337 1184 973
39 547 93848 1153 975
195 410 26706 1190 983
621 265 41551 1259 979
381 183 16420 1154 984
87 145 65321 1267 980
704 277 52435 1227 974
104 186 71280 1252 973
37 119 191686 1253 992
416 96 56337 1223 982
212 396 27598 1244 983
499 483 25305 1180 983
218 144 42482 1200 982
191 182 106846 1201 990
684 451 72451 1224 990
372 253 14742 1235 988
79 522 124304 1252 987
373 369 23826 1249 980
539 555 47500 1194 992
152 510 58544 1164 978
689 395 49840 1160 983
39 257 178505 1180 983
544 520 35698 1215 979
397 193 16827 1214 974
527 25 99672 1238 980
192 478 69367 1268 986
631 29 69791 1289 985
59 446 114693 1178 979
379 381 18068 1183 988
208 182 42687 1173 971
337 122 18272 1312 982
42 104 94152 1256 985
453 350 20165 1209 978
653 481 49189 1150 976
25 277 66216 1176 984
783 453 144036 1192 980
683 283 39683 1207 987
110 287 152274 1194 984
523 3 42783 1194 990
626 412 34007 1259 981
745 291 117012 1302 986
550 546 61282 1199 983
330 266 15428 1230 982
84 147 68927 1157 982
126 336 53764 1148 992
19 314 92825 1265 987
84 338 69655 1274 982
352 179 22177 1234 975
571 585 66515 1194 984
446 213 22529 1150 987
535 257 19652 1233 994
779 350 88037 1285 990
348 38 59728 1174 987
225 300 19672 1186 990
760 470 118249 1258 976
208 306 56833 1252 990
81 548 75775 1279 980
496 18 41809 1223 990
304 10 62858 1243 991
677 418 59080 1204 984
558 495 46014 1258 985
682 144 84424 1192 989
774 200 148732 1203 984
474 60 40010 1243 987
399 70 38859 1210 990
316 514 28937 1217 992
109 547 157807 1263 982
495 65 26383 1173 979
551 343 25904 1226 987
353 490 23968 1178 986
107 93 191832 1232 977
533 369 14064 1293 972
521 56 25855 1244 974
83 498 139688 1176 987
712 443 79372 1198 985
604 289 28130 1175 980
473 450 34774 1209 988
553 49 46761 1223 991
736 141 114791 1191 983
243 130 30110 1209 987
546 292 40504 1305 986
51 112 164711 1186 983
556 372 22304 1303 984
235 496 26555 1183 984
694 222 74049 1190 983
197 210 49107 1241 978
126 552 147950 1294 989
275 139 31959 1189 980
15 259 161559 1146 984
173 197 76691 1258 986
754 550 142244 1263 982
14 36 184548 1207 985
452 139 23799 1221 971
337 290 19095 1237 993
443 59 41488 1251 996
124 43 84552 1368 975
41 494 95810 1237 991
150 403 28035 1200 977
286 35 26575 1205 988
625 71 56528 1231 979
539 187 35320 1271 985
264 123 24105 1148 980
417 20 39886 1236 983
748 32 245070 1184 987
787 244 101913 1259 979
575 392 33694 1189 988
204 119 38846 1185 986
171 399 48574 1175 980
389 330 16444 1272 988
690 473 137371 1228 989
609 119 28028 1254 984
363 79 25055 1227 990
379 279 27665 1222 974
353 53 37942 1242 980
137 476 128933 1237 981
536 467 60410 1279 986
693 583 147477 1192 986
756 408 148284 1184 981
515 207 23023 1238 985
89 554 108759 1197 988
302 418 27004 1147 986
222 312 28170 1251 986
671 256 61276 1220 989
495 65 51200 1231 985
733 537 67262 1221 990
476 267 28038 1254 991
526 72 57654 1248 987
147 168 84355 1188 986
549 488 43858 1205 987
217 492 44373 1256 985
504 367 17287 1194 987
297 145 24910 1138 981
505 193 31643 1298 985
191 73 43792 1260 984
316 239 15627 1275 989
43 567 201323 1199 984
349 446 15299 1236 988
619 448 43270 1182 988
143 15 67213 1191 984
560 117 36694 1251 982
233 54 39913 1345 987
210 342 24833 1204 980
696 307 74938 1339 978
89 51 124105 1189 982
679 216 40972 1260 993
538 256 24135 1119 984
348 578 68637 1199 991
416 173 43820 1165 984
481 158 31869 1244 979
102 349 57864 1402 989
498 586 57139 1121 985
577 89 58047 1207 989
465 392 41164 1228 988
208 563 60082 1238 985
487 92 64155 1281 986
623 339 22509 1297 977
418 345 17151 1217 985
565 22 61479 1207 984
206 525 69768 1194 984
335 377 20499 1215 980
546 505 31633 1328 983
299 220 33991 1191 973
247 594 109766 1222 984
686 477 80430 1281 984
203 388 23581 1234 982
465 287 16684 1233 983
207 235 26952 1148 977
497 275 18153 1175 985
93 580 86976 1231 984
414 224 15418 1197 990
748 355 290984 1222 986
20 269 196629 1255 971
85 536 136260 1234 988
595 21 61069 1156 987
414 36 42285 1178 976
210 524 44631 1319 993
729 125 72598 1302 983
696 70 109767 1173 981
601 240 23765 1268 986
714 399 80231 1181 986
459 319 15171 1209 981
715 140 72396 1242 983
378 505 53747 1267 989
743 162 138966 1218 982
669 450 133633 1241 985
107 410 67317 1239 985
577 332 35128 1183 986
322 150 25450 1190 988
768 153 324475 1244 987
110 399 72788 1274 987
344 336 19126 1170 981
1 20 111244 1198 984
215 256 28435 1218 984
574 209 37991 1170 987
510 583 52370 1253 979
346 499 40810 1310 987
586 417 21331 1188 983
425 494 26141 1175 986
298 353 17292 1187 984
411 589 62499 1201 986
339 13 59524 1224 991
290 57 39270 1254 979
438 569 46448 1266 985
549 116 41583 1331 992
205 404 51540 1178 984
110 269 48441 1297 992
679 81 115304 1196 987
221 498 81969 1203 987
502 96 76990 1166 974
373 171 20801 1200 988
400 127 25089 1289 990
504 568 54314 1236 980
650 11 87299 1193 986
702 328 36519 1154 981
107 97 128544 1283 987
361 273 20227 1214 987
503 154 18704 1206 982
33 560 219697 1204 981
65 83 101670 1254 986
425 123 26118 1161 986
661 131 54186 1207 989
623 347 36866 1210 983
682 86 130017 1228 987
355 433 22979 1211 988
283 471 46937 1281 985
668 520 99196 1237 993
143 257 40759 1375 985
244 324 22416 1192 979
641 321 63357 1156 988
508 135 28428 1152 979
737 20 272004 1215 982
373 317 16241 1274 985
739 326 237395 1249 983
404 22 75952 1206 985
241 359 16722 1407 991
297 505 31847 1212 984
345 167 29279 1281 977
334 571 64410 1282 987
643 63 135162 1202 989
208 126 43195 1157 992
426 73 37316 1227 987
740 6 110823 1203 976
68 463 104122 1329 992
762 216 95933 1199 991
641 364 35183 1203 992
477 354 22789 1240 986
682 518 102646 1260 984
40 256 115745 1143 990
667 484 69806 1262 987
427 252 14623 1178 989
123 321 30155 1166 987
617 250 40102 1187 992
411 364 19649 1226 992
790 505 99964 1216 982
470 575 152614 1387 992
455 406 22020 1295 986
244 465 40706 1210 992
13 330 83489 1188 987
229 42 67947 1259 981
147 97 59548 1191 986
59 130 76079 1187 989
309 300 24784 1184 987
732 379 95288 1409 990
740 562 86689 1158 994
468 80 23583 1241 989
381 423 19740 1177 983
339 249 20091 1174 985
171 82 68020 1283 986
338 95 30007 1153 990
573 339 18585 1233 985
280 506 29742 1181 979
488 506 29060 1220 990
735 20 133044 1250 985
350 314 16338 1189 989
3 8 163831 1255 988
732 319 45575 1183 979
324 289 47036 1240 988
95 286 57489 1220 974
730 124 107903 1165 991
366 192 22659 1243 980
317 600 34605 1244 979
382 327 13704 1208 989
579 594 60200 1317 987
589 222 34312 1195 985
257 257 31088 1176 987
676 348 48644 1201 985
509 144 23521 1152 978
481 480 21091 1181 994
582 242 27996 1166 987
251 438 33590 1216 986
5 456 132820 1192 981
350 14 55327 1228 989
650 113 191251 1295 979
742 254 58023 1144 988
761 160 94789 1210 987
239 129 25203 1143 984
515 207 27344 1234 986
265 131 41753 1173 984
113 403 52905 1176 982
7 238 146895 1244 990
588 271 25301 1272 989
108 509 68043 1182 990
572 507 42971 1327 985
338 148 22480 1212 985
551 271 18342 1211 983
578 314 21947 1194 982
16 343 152933 1263 981
156 423 77321 1197 981
55 259 106712 1212 983
181 184 48668 1182 983
294 24 56278 1321 988
486 478 32819 1225 980
161 104 72131 1153 983
607 489 64731 1175 976
94 92 86122 1163 977
563 298 27327 1166 985
573 16 114632 1211 978
374 373 14591 1211 994
3 520 116345 1230 981
625 425 36625 1238 970
492 197 24869 1216 984
775 377 187155 1145 981
540 226 34472 1319 993
44 102 117405 1136 984
605 57 64710 1320 984
85 363 51826 1234 983
760 427 93625 1254 985
87 283 92499 1206 989
103 186 41603 1293 979
296 35 78338 1318 983
200 140 40175 1174 989
796 437 104157 1295 984
702 91 120566 1170 979
25 446 126713 1290 982
630 413 32548 1194 982
741 109 159273 1327 990
170 387 29403 1244 986
6 74 207595 1220 984
791 453 80527 1221 988
653 155 42532 1221 986
554 595 62095 1235 987
664 83 56848 1191 983
567 436 40449 1244 991
6 356 130992 1218 986
433 410 33863 1207 984
409 306 14701 1238 990
505 116 125198 1173 978
142 210 43148 1183 982
782 234 132633 1288 972
475 451 46008 1215 988
551 439 28416 1210 990
305 135 22260 1205 989
722 486 123964 1198 983
275 115 37253 1265 983
673 545 59708 1145 978
208 394 31935 1192 978
4 350 113867 1308 988
355 319 18854 1246 982
572 184 35835 1153 985
493 523 72094 1157 972
703 114 135850 1224 987
385 122 27022 1240 986
702 320 40115 1216 979
173 212 39235 1158 989
214 375 24113 1149 990
157 531 64090 1168 990
210 556 39118 1201 982
499 39 62434 1234 986
236 263 22835 1219 992
211 565 81779 1226 985
608 146 29975 1130 985
717 122 74244 1204 990
295 49 45129 1318 987
309 494 43370 1162 986
714 96 177398 1148 982
403 109 32931 1276 987
729 211 91418 1178 989
601 321 72658 1168 988
101 309 46887 1212 983
321 296 20172 1278 977
38 406 52990 1175 990
794 453 178401 1228 978
576 27 53039 1168 981
711 569 285903 1140 982
42 338 133972 1191 979
236 192 23082 1186 986
397 122 30315 1242 983
518 469 23958 1124 984
118 517 75303 1155 978
446 512 26406 1180 989
684 111 82900 1297 986
466 362 31682 1180 991
220 0 39051 1298 982
267 145 20867 1213 980
256 375 21986 1152 985
197 5 57857 1191 981
667 211 62241 1201 989
172 456 48790 1283 991
461 122 40912 1172 983
18 86 289446 1202 986
29 331 75910 1191 982
271 206 58884 1220 982
104 484 101487 1170 982
212 405 32869 1223 993
279 214 18373 1243 982
650 296 45452 1229 981
790 386 197997 1173 987
177 84 63426 1212 985
796 51 257884 1151 985
430 328 15608 1214 981
531 359 24297 1242 984
619 380 35752 1206 983
680 596 169494 1209 987
2 281 78657 1294 986
386 33 54202 1251 974
614 327 34677 1184 975
416 458 21048 1221 967
153 20 130299 1197 984
652 369 46612 1252 989
440 17 33039 1215 972
422 44 79263 1246 999
401 524 25132 1221 972
88 561 122429 1258 985
540 278 23362 1187 986
638 566 50893 1163 981
65 529 170036 1195 980
751 464 143731 1299 984
623 69 189396 1157 987
676 436 106336 1299 988
279 33 63875 1236 983
84 103 89342 1278 980
19 9 265400 1216 990
63 201 56098 1230 994
175 569 60768 1242 988
666 380 32265 1205 982
595 119 38520 1230 983
511 438 20722 1183 974
406 480 20609 1257 968
415 212 34517 1442 989
596 505 67486 1302 986
794 286 112764 1273 988
252 543 40942 1233 991
534 352 24429 1165 993
717 571 108340 1216 988
220 12 66312 1173 984
367 501 31122 1175 990
181 260 32926 1135 972
484 30 78318 1172 976
629 218 54022 1264 978
317 561 38703 1196 987
57 268 99769 1157 981
362 240 15932 1246 983
721 500 107215 1236 993
598 47 52142 1172 988
507 283 12805 1201 991
219 33 100050 1329 987
396 126 27500 1260 990
37 363 70047 1205 983
679 545 86089 1215 987
397 508 28867 1242 986
713 576 138183 1237 987
338 584 43591 1159 980
661 373 39187 1186 982
692 336 58088 1303 990
270 539 59298 1221 990
232 517 114401 1214 990
139 425 41690 1213 987
660 86 64463 1246 994
355 317 27013 1269 991
78 417 32728 1219 986
622 225 48600 1205 986
557 545 61168 1371 980
223 214 21580 1222 988
526 548 54444 1282 983
362 308 12389 1222 982
503 53 45997 1279 987
180 31 107889 1239 991
280 537 45704 1232 985
704 410 37278 1174 983
179 258 45453 1182 983
135 432 69500 1171 987
551 507 34906 1248 988
248 516 38295 1283 982
244 197 20855 1147 977
550 290 22996 1221 964
227 149 31666 1176 989
714 153 78658 1143 978
469 115 27736 1303 992
793 599 147356 1219 984
679 585 128465 1270 993
512 597 48874 1174 990
691 15 240292 1301 985
243 60 51227 1260 983
618 289 21745 1202 981
147 318 45139 1230 980
572 501 40726 1247 992
758 15 567015 1345 986
715 512 65933 1264 988
173 275 28043 1245 988
430 96 57540 1221 988
336 121 20024 1291 991
511 578 49584 1292 990
786 262 154177 1221 990
414 440 17172 1308 983
692 583 216154 1200 988
419 469 32078 1244 989
299 442 20056 1202 986
543 456 24265 1202 989
80 216 55525 1210 986
573 428 18916 1231 986
118 68 158121 1286 977
503 184 30167 1202 992
502 585 72754 1243 983
96 590 95633 1225 988
593 595 160109 1214 981
15 138 103430 1188 991
375 18 57283 1202 989
420 588 47070 1304 986
447 223 20564 1182 986
512 329 21817 1258 987
794 373 90557 1187 991
615 189 28283 1228 995
327 6 78420 1360 983
737 17 187887 1253 984
475 528 48347 1296 988
459 25 46064 1223 973
299 563 70097 1278 984
400 374 28798 1270 986
8 585 233378 1281 983
2 339 191446 1218 978
44 224 74098 1222 980
693 391 71979 1180 979
790 341 117699 1143 984
8 399 123766 1163 990
171 334 31648 1194 983
202 436 32754 1173 986
227 449 24235 1222 983
595 332 78060 1160 979
294 177 25790 1251 990
167 201 28903 1209 984
487 88 42652 1338 987
647 135 44295 1203 979
32 393 160449 1195 991
346 221 22444 1241 981
548 91 34340 1311 989
373 338 15437 1170 986
468 365 16437 1354 975
608 236 24353 1184 976
763 83 96369 1220 986
240 267 18416 1325 971
65 478 171484 1208 981
314 470 16692 1271 988
531 184 21682 1251 976
15 56 167074 1359 979
97 482 87175 1231 987
225 405 23069 1177 987
498 297 20397 1263 982
147 137 46913 1232 990
376 249 22943 1158 982
504 513 22967 1196 989
409 547 31663 1184 990
182 411 36027 1230 981
591 326 30644 1227 990
733 415 63855 1241 988
714 431 92400 1210 979
77 52 101331 1228 989
351 513 35908 1399 985
199 243 49478 1246 986
583 208 44155 1209 989
86 29 128531 1234 988
148 40 83602 1260 990
308 570 117120 1141 982
633 168 96467 1184 977
152 559 76355 1194 984
27 541 230884 1291 987
433 14 47617 1258 984
437 590 28853 1193 981
154 186 33599 1182 981
21 194 98668 1255 989
40 54 187048 1253 986
50 483 121755 1167 983
305 322 19009 1370 987
480 288 38250 1298 982
185 398 34883 1213 978
63 46 100678 1243 989
164 1 101830 1341 987
226 55 188776 1223 983
186 382 44437 1263 988
175 12 87023 1270 976
123 13 71491 1404 988
535 465 27377 1206 980
256 325 32024 1202 983
252 474 35963 1211 985
271 306 24599 1245 979
671 264 55019 1243 986
510 104 27614 1218 987
740 219 94008 1348 985
66 600 152303 1200 992
788 31 220170 1306 988
218 157 37862 1306 985
778 422 135020 1191 990
11 77 109347 1210 974
552 29 91020 1366 984
555 454 54882 1276 984
673 446 84340 1279 981
428 559 47854 1258 978
454 268 17673 1196 985
78 239 47418 1230 989
192 230 30377 1307 979
396 348 19611 1156 984
538 380 23869 1182 992
128 423 59433 1196 983
356 156 37929 1320 969
152 540 118650 1166 971
9 3 529987 1285 988
353 81 24999 1223 988
370 392 28832 1312 988
177 600 61511 1231 993
211 113 39971 1217 983
365 12 57677 1175 982
571 133 55342 1239 981
529 281 19944 1194 991
717 319 41173 1263 990
325 272 20438 1326 992
688 348 152467 1182 978
421 374 16815 1239 989
434 275 28133 1234 988
39 309 71148 1195 981
753 544 260901 1213 990
251 168 27050 1258 985
602 115 63259 1249 987
791 331 136389 1176 992
459 207 44866 1186 986
605 598 110885 1173 987
236 420 38552 1201 980
736 327 101759 1207 977
726 227 64350 1169 985
219 362 27388 1218 981
742 127 158937 1248 984
413 535 27411 1341 990
298 243 20377 1219 981
530 415 25821 1226 984
201 421 57117 1257 989
62 566 455979 1208 986
427 39 37963 1286 983
534 127 29919 1252 992
534 413 36634 1224 982
515 551 64366 1202 984
309 304 21004 1221 981
617 0 61271 1247 987
237 191 27059 1265 980
60 545 144362 1178 985
632 89 72575 1267 991
564 276 30616 1269 981
284 563 79357 1242 979
645 243 44144 1196 983
489 440 25206 1244 994
406 382 26576 1329 989
192 110 31285 1148 982
756 220 94703 1190 985
161 331 23722 1188 972
160 559 92366 1190 986
420 550 38252 1185 986
34 394 90091 1192 979
234 331 22064 1178 980
667 232 71004 1229 991
343 160 31093 1231 986
720 533 249857 1247 977
265 341 24362 1208 985
659 28 112925 1192 987
656 2 119471 1292 983
248 88 36615 1261 990
389 509 39248 1219 985
132 330 51817 1174 986
635 351 34083 1168 980
333 73 31923 1241 983
342 430 19613 1197 983
626 418 34791 1334 990
413 460 17159 1299 995
390 87 33673 1208 987
406 294 17363 1238 989
538 207 21903 1188 987
583 106 37095 1261 987
600 374 28658 1356 974
396 273 15434 1240 991
379 580 61284 1229 990
161 396 30538 1273 992
215 313 33481 1237 981
540 15 76234 1262 983
341 252 23953 1185 982
84 138 67348 1185 986
568 328 18529 1280 987
427 238 14965 1291 979
98 423 79171 1257 987
515 370 23311 1141 986
653 409 40816 1274 983
153 311 25437 1225 985
755 528 95071 1284 981
612 427 39130 1162 982
694 197 76488 1178 993
706 108 122187 1205 982
292 193 33852 1166 980
208 568 43431 1187 979
726 336 63452 1224 986
312 18 51347 1328 992
91 420 71688 1171 992
30 77 102810 1270 990
352 138 26498 1220 977
588 392 29267 1149 968
60 471 90591 1250 990
327 456 42700 1264 991
763 241 122066 1287 990
590 302 46488 1230 987
739 125 76275 1188 984
376 460 25604 1242 990
136 104 49937 1201 979
734 66 195950 1302 988
139 362 76217 1304 985
667 426 177315 1227 992
272 537 52717 1181 986
115 371 57091 1232 980
773 539 217732 1173 978
582 178 30308 1247 984
61 584 175303 1233 993
22 181 121828 1218 980
477 477 21775 1237 990
747 27 121688 1236 986
254 597 61947 1187 989
260 589 60876 1228 980
146 452 57566 1204 987
134 17 107763 1256 981
109 472 106435 1217 982
741 234 51541 1228 979
216 28 63299 1282 989
204 403 35243 1271 977
327 79 30446 1346 992
98 522 77827 1183 980
751 280 130829 1387 981
467 510 34182 1205 986
458 278 14309 1158 990
131 226 75824 1429 988
212 523 44629 1175 983
8 105 371378 1216 989
346 100 28157 1179 991
24 488 205189 1194 989
332 178 45119 1234 979
120 576 255038 1198 975
560 164 33829 1234 976
667 318 92120 1287 982
154 569 98404 1184 989
309 144 45252 1235 982
378 320 18477 1213 991
296 394 23306 1168 985
451 129 17225 1146 977
516 41 49406 1206 989
46 371 44286 1196 980
667 430 78521 1322 983
94 307 130225 1229 989
199 14 133314 1244 989
219 101 38050 1165 982
540 167 34709 1281 990
93 323 64800 1240 977
534 539 97742 1248 987
384 395 20947 1221 991
220 235 34355 1276 981
495 317 17575 1256 982
39 9 243381 1206 990
13 344 168175 1178 979
198 202 36331 1173 988
95 189 69339 1190 984
325 240 19096 1170 983
697 354 86676 1264 989
662 451 66628 1208 978
576 6 112954 1297 993
717 86 126563 1199 987
36 90 124034 1231 990
447 349 15888 1226 980
739 586 141900 1183 980
28 171 157003 1261 983
434 430 24232 1205 986
630 368 52741 1208 985
281 561 84921 1233 987
788 219 98445 1244 986
406 258 14935 1182 979
482 469 23287 1205 990
182 82 46955 1253 985
782 86 107441 1166 987
672 13 114066 1306 986
56 554 91170 1208 988
624 54 68435 1208 983
409 137 21016 1265 983
253 400 28559 1238 989
518 79 29544 1172 989
674 14 202246 1154 986
684 168 90937 1269 985
421 396 15499 1268 987
351 546 38593 1255 982
102 560 71864 1235 986
119 27 146483 1165 982
52 16 163199 1217 986
293 65 41045 1146 984
783 46 659903 1175 984
22 374 279362 1189 981
642 408 65064 1382 996
328 407 19568 1208 983
727 143 126868 1197 982
335 169 21865 1298 988
75 324 53236 1254 985
57 217 69014 1173 985
481 220 18866 1225 986
275 236 25492 1186 989
659 514 98676 1177 989
362 321 17241 1175 982
53 566 130626 1292 989
0 219 98195 1197 981
431 273 16045 1282 987
483 440 36318 1261 990
451 452 17318 1242 986
424 563 38074 1232 978
182 399 45473 1222 983
189 402 38143 1253 984
8 568 336120 1264 978
85 522 132905 1245 989
479 489 25441 1325 984
42 209 105813 1182 985
269 299 28393 1196 985
49 353 82006 1231 986
710 425 76120 1209 986
681 149 178461 1202 987
662 313 74191 1258 984
615 12 131659 1207 988
210 321 24292 1270 989
550 403 54916 1214 989
167 234 33490 1194 983
649 363 71606 1191 982
275 187 34489 1253 983
24 36 143486 1259 984
513 452 24894 1232 979
44 330 240220 1315 985
642 593 95231 1318 982
732 483 181491 1209 994
780 176 104960 1238 987
485 318 18539 1283 985
308 522 73554 1171 975
237 90 45149 1314 979
786 331 350513 1262 983
679 157 43100 1205 980
570 53 125831 1267 991
319 256 17459 1166 984
502 576 64284 1165 982
617 25 121191 1276 986
431 156 25534 1240 983
254 387 25147 1323 988
663 38 217644 1232 983
629 291 68115 1235 991
113 15 132667 1288 983
494 590 54062 1202 983
788 45 168245 1201 993
630 459 60793 1221 989
510 495 39162 1194 984
196 130 42012 1183 987
35 545 106156 1188 985
23 152 75026 1208 985
209 530 43646 1169 982
536 274 17279 1232 981
55 463 174220 1174 987
308 85 34960 1214 983
398 441 18137 1265 994
769 53 142263 1207 991
769 171 201789 1238 979
113 392 52241 1291 980
756 83 84515 1417 971
723 245 76990 1190 980
90 464 57925 1259 985
158 120 66601 1333 991
89 331 32192 1249 983
273 143 46501 1197 984
147 54 119014 1295 989
622 82 90253 1241 991
312 128 23772 1316 991
309 58 54260 1234 986
93 71 108973 1307 982
443 114 29913 1303 985
467 316 29586 1214 979
102 471 92136 1264 978
165 387 59772 1229 978
735 259 98051 1400 984
268 268 21359 1240 984
89 142 121947 1371 985
735 201 96896 1264 978
387 356 16926 1207 987
654 133 49419 1219 978
307 8 122772 1189 987
105 105 95449 1256 986
85 522 186390 1250 984
466 303 19116 1221 985
49 523 163212 1172 982
617 407 39840 1191 986
419 303 19134 1317 994
303 564 48672 1175 987
648 329 74714 1192 981
31 43 88784 1187 985
765 190 64025 1448 985
406 176 44634 1301 981
139 125 79109 1257 986
437 283 18985 1217 992
364 142 38979 1226 986
251 255 26570 1191 988
273 414 27362 1234 990
148 274 54568 1249 979
528 92 41715 1251 989
430 234 20261 1207 985
657 262 54566 1204 988
236 269 27802 1272 985
382 477 27665 1229 992
271 592 89886 1166 988
197 201 30394 1267 988
541 599 101625 1309 981
368 9 44278 1289 988
204 46 63145 1196 987
407 218 22552 1191 986
553 539 52469 1165 984
112 419 64765 1194 986
579 354 24234 1220 991
44 86 630594 1255 981
295 560 48069 1222 982
73 55 184328 1231 986
751 407 64912 1306 989
67 427 74022 1203 980
113 567 80762 1229 990
412 273 17536 1190 984
430 36 33713 1218 985
471 376 23595 1465 982
688 57 122603 1250 980
321 314 19481 1287 987
629 141 40926 1158 990
548 310 23402 1240 984
691 195 62540 1248 992
28 589 334122 1229 979
658 449 84883 1178 980
693 452 91478 1206 975
673 415 65276 1272 981
759 562 195295 1207 974
